T,O,H,L,C,V,A,N,BV,BA
1500006480000,0.00004738,0.00004740,0.00004736,0.00004740,39528.00000000,1.87290059,10,39528.00000000,1.87290059
1500006540000,0.00004740,0.00004747,0.00004736,0.00004747,49040.00000000,2.32669604,11,35750.00000000,1.69705250
1500006600000,0.00004747,0.00004798,0.00004747,0.00004798,217563.00000000,10.36218271,22,206356.00000000,9.83006442
1500006660000,0.00004800,0.00004898,0.00004798,0.00004898,32900.00000000,1.59177308,14,31654.00000000,1.53199000
1500006720000,0.00004898,0.00004998,0.00004898,0.00004998,128056.00000000,6.29049247,15,128056.00000000,6.29049247
1500006780000,0.00004998,0.00005399,0.00004998,0.00005320,104327.00000000,5.30376940,26,99894.00000000,5.07493232
1500006840000,0.00005399,0.00005450,0.00005320,0.00005450,158542.00000000,8.62602793,29,146393.00000000,7.97198551
1500006900000,0.00005450,0.00005480,0.00005448,0.00005480,92834.00000000,5.06437840,22,72624.00000000,3.96305058
1500006960000,0.00005475,0.00005480,0.00005310,0.00005310,156000.00000000,8.45542773,35,5290.00000000,0.28987460
1500007020000,0.00005310,0.00005478,0.00005002,0.00005002,153524.00000000,8.23450161,34,133159.00000000,7.18406226
1500007080000,0.00005300,0.00005300,0.00005002,0.00005180,5715.00000000,0.29776261,9,4835.00000000,0.25374501
1500007140000,0.00005180,0.00005189,0.00005031,0.00005160,101775.00000000,5.23320109,15,74351.00000000,3.85107545
1500007200000,0.00005160,0.00005280,0.00005066,0.00005280,48998.00000000,2.53326546,22,41898.00000000,2.17333446
1500007260000,0.00005280,0.00005280,0.00005135,0.00005279,48992.00000000,2.58129640,8,47995.00000000,2.53010045
1500007320000,0.00005279,0.00005310,0.00005145,0.00005200,79889.00000000,4.19911181,21,75846.00000000,3.98833196
1500007380000,0.00005200,0.00005398,0.00005150,0.00005156,110629.00000000,5.82705272,14,96941.00000000,5.12192280
1500007440000,0.00005385,0.00005386,0.00005340,0.00005348,28872.00000000,1.55165950,9,8210.00000000,0.43899080
1500007500000,0.00005300,0.00005341,0.00005300,0.00005339,69832.00000000,3.72798080,7,54655.00000000,2.91750900
1500007560000,0.00005300,0.00005340,0.00005300,0.00005340,68833.00000000,3.67505410,14,34687.00000000,1.85165770
1500007620000,0.00005330,0.00005339,0.00005330,0.00005339,87902.00000000,4.69160877,14,85902.00000000,4.58498877
1500007680000,0.00005339,0.00005348,0.00005280,0.00005280,150084.00000000,8.01443106,30,121364.00000000,6.48206953
1500007740000,0.00005280,0.00005300,0.00005280,0.00005280,41173.00000000,2.17395647,6,19507.00000000,1.02996960
1500007800000,0.00005280,0.00005280,0.00005242,0.00005260,13507.00000000,0.70949160,9,3250.00000000,0.17100000
1500007860000,0.00005261,0.00005261,0.00005260,0.00005260,58615.00000000,3.08323859,9,6821.00000000,0.35880419
1500007920000,0.00005250,0.00005250,0.00005200,0.00005200,32377.00000000,1.69203630,20,1048.00000000,0.05491938
1500007980000,0.00005158,0.00005200,0.00005001,0.00005001,88172.00000000,4.47160581,36,9036.00000000,0.46609688
1500008040000,0.00005000,0.00005000,0.00004803,0.00004830,51195.00000000,2.49469092,18,16899.00000000,0.81629170
1500008100000,0.00005000,0.00005000,0.00004746,0.00004746,256940.00000000,12.28058804,31,18630.00000000,0.89877420
1500008160000,0.00004746,0.00004746,0.00004746,0.00004746,0.00000000,0.00000000,0,0.00000000,0.00000000
1500008220000,0.00004761,0.00004761,0.00004746,0.00004746,20809.00000000,0.98911156,11,0.00000000,0.00000000
1500008280000,0.00004748,0.00004748,0.00004746,0.00004746,28344.00000000,1.34524202,7,454.00000000,0.02154684
1500008340000,0.00004800,0.00004955,0.00004748,0.00004955,10124.00000000,0.48142079,6,25.00000000,0.00123875
1500008400000,0.00004946,0.00004946,0.00004935,0.00004935,2455.00000000,0.12116030,2,2455.00000000,0.12116030
1500008460000,0.00004935,0.00004944,0.00004800,0.00004940,9089.00000000,0.44717308,9,7694.00000000,0.38016308
1500008520000,0.00004940,0.00004940,0.00004940,0.00004940,0.00000000,0.00000000,0,0.00000000,0.00000000
1500008580000,0.00004870,0.00004890,0.00004870,0.00004890,20227.00000000,0.98774910,3,6983.00000000,0.34011750
1500008640000,0.00004870,0.00004870,0.00004850,0.00004850,1033.00000000,0.05010710,2,1000.00000000,0.04850000
1500008700000,0.00004850,0.00004896,0.00004800,0.00004800,12392.00000000,0.60381580,11,11431.00000000,0.55741930
1500008760000,0.00004800,0.00004896,0.00004782,0.00004782,10906.00000000,0.52567212,5,6906.00000000,0.33436800
1500008820000,0.00004785,0.00004785,0.00004782,0.00004782,23333.00000000,1.11594606,9,12933.00000000,0.61845606
1500008880000,0.00004800,0.00004892,0.00004774,0.00004892,44340.00000000,2.13096599,14,19749.00000000,0.95174250
1500008940000,0.00004780,0.00004830,0.00004777,0.00004777,8389.00000000,0.40213570,4,2289.00000000,0.11055870
1500009000000,0.00004778,0.00004829,0.00004761,0.00004762,17539.00000000,0.83808959,10,2530.00000000,0.12217370
1500009060000,0.00004762,0.00004819,0.00004721,0.00004746,174584.00000000,8.28416841,31,31524.00000000,1.50511928
1500009120000,0.00004746,0.00004746,0.00004713,0.00004713,66065.00000000,3.11707186,16,5159.00000000,0.24472328
1500009180000,0.00004713,0.00004713,0.00004600,0.00004600,140060.00000000,6.54495923,16,0.00000000,0.00000000
1500009240000,0.00004610,0.00004610,0.00004480,0.00004491,95210.00000000,4.29352408,21,2654.00000000,0.11925064
1500009300000,0.00004491,0.00004491,0.00004320,0.00004320,123471.00000000,5.45277630,17,41751.00000000,1.85210006
1500009360000,0.00004320,0.00004320,0.00004002,0.00004002,113381.00000000,4.63776643,25,20580.00000000,0.82668000
1500009420000,0.00004002,0.00004010,0.00003900,0.00004000,191398.00000000,7.56255180,35,42406.00000000,1.69833420
1500009480000,0.00004000,0.00004020,0.00003930,0.00003930,134602.00000000,5.31445123,21,30643.00000000,1.22592000
1500009540000,0.00004100,0.00004100,0.00003931,0.00004000,27846.00000000,1.10204069,8,24036.00000000,0.94764069
1500009600000,0.00004000,0.00004000,0.00004000,0.00004000,2445.00000000,0.09780000,2,0.00000000,0.00000000
1500009660000,0.00004100,0.00004100,0.00004100,0.00004100,10000.00000000,0.41000000,2,10000.00000000,0.41000000
1500009720000,0.00004380,0.00004520,0.00004105,0.00004105,2282.00000000,0.10122525,4,2185.00000000,0.09724340
1500009780000,0.00004400,0.00004488,0.00004400,0.00004488,3182.00000000,0.14113968,2,3182.00000000,0.14113968
1500009840000,0.00004152,0.00004152,0.00004152,0.00004152,1600.00000000,0.06643200,1,0.00000000,0.00000000
1500009900000,0.00004152,0.00004152,0.00004152,0.00004152,0.00000000,0.00000000,0,0.00000000,0.00000000
1500009960000,0.00004340,0.00004340,0.00004340,0.00004340,74.00000000,0.00321160,1,74.00000000,0.00321160
1500010020000,0.00004203,0.00004203,0.00004203,0.00004203,150.00000000,0.00630450,1,0.00000000,0.00000000
1500010080000,0.00004203,0.00004203,0.00004203,0.00004203,0.00000000,0.00000000,0,0.00000000,0.00000000
1500010140000,0.00004303,0.00004395,0.00004303,0.00004395,8682.00000000,0.38108526,4,2337.00000000,0.10241286
1500010200000,0.00004395,0.00004475,0.00004391,0.00004475,10300.00000000,0.45468159,7,7141.00000000,0.31596195
1500010260000,0.00004450,0.00004473,0.00004218,0.00004218,8067.00000000,0.35936721,6,8027.00000000,0.35768001
1500010320000,0.00004450,0.00004470,0.00004448,0.00004448,2355.00000000,0.10494940,5,2355.00000000,0.10494940
1500010380000,0.00004448,0.00004448,0.00004447,0.00004447,2620.00000000,0.11653667,3,813.00000000,0.03616131
1500010440000,0.00004447,0.00004447,0.00004447,0.00004447,0.00000000,0.00000000,0,0.00000000,0.00000000
1500010500000,0.00004350,0.00004350,0.00004350,0.00004350,4284.00000000,0.18635400,2,4284.00000000,0.18635400
1500010560000,0.00004300,0.00004397,0.00004288,0.00004397,41137.00000000,1.78182957,7,15500.00000000,0.68143501
1500010620000,0.00004395,0.00004395,0.00004395,0.00004395,500.00000000,0.02197500,1,500.00000000,0.02197500
1500010680000,0.00004395,0.00004395,0.00004395,0.00004395,0.00000000,0.00000000,0,0.00000000,0.00000000
1500010740000,0.00004351,0.00004393,0.00004203,0.00004393,84417.00000000,3.62644433,21,30690.00000000,1.34770884
1500010800000,0.00004350,0.00004394,0.00004350,0.00004390,4699.00000000,0.20474206,5,799.00000000,0.03509206
1500010860000,0.00004390,0.00004390,0.00004387,0.00004387,448.00000000,0.01966126,2,448.00000000,0.01966126
1500010920000,0.00004386,0.00004394,0.00004380,0.00004380,42078.00000000,1.84588288,9,42078.00000000,1.84588288
1500010980000,0.00004380,0.00004390,0.00004380,0.00004380,14990.00000000,0.65760600,4,14990.00000000,0.65760600
1500011040000,0.00004380,0.00004529,0.00004380,0.00004529,146503.00000000,6.53303748,11,146503.00000000,6.53303748
1500011100000,0.00004529,0.00004529,0.00004529,0.00004529,0.00000000,0.00000000,0,0.00000000,0.00000000
1500011160000,0.00004597,0.00004597,0.00004569,0.00004569,10418.00000000,0.47702570,3,10418.00000000,0.47702570
1500011220000,0.00004550,0.00004550,0.00004547,0.00004547,2400.00000000,0.10916000,5,2400.00000000,0.10916000
1500011280000,0.00004547,0.00004547,0.00004547,0.00004547,541.00000000,0.02459927,2,541.00000000,0.02459927
1500011340000,0.00004547,0.00004547,0.00004547,0.00004547,0.00000000,0.00000000,0,0.00000000,0.00000000
1500011400000,0.00004529,0.00004529,0.00004475,0.00004475,3815.00000000,0.17073421,2,0.00000000,0.00000000
1500011460000,0.00004475,0.00004475,0.00004475,0.00004475,0.00000000,0.00000000,0,0.00000000,0.00000000
1500011520000,0.00004450,0.00004450,0.00004442,0.00004449,412.00000000,0.01832959,3,412.00000000,0.01832959
1500011580000,0.00004281,0.00004281,0.00004281,0.00004281,10000.00000000,0.42810000,1,0.00000000,0.00000000
1500011640000,0.00004286,0.00004286,0.00004262,0.00004286,44616.00000000,1.91040813,9,2000.00000000,0.08572000
1500011700000,0.00004286,0.00004286,0.00004262,0.00004286,20311.00000000,0.86842866,10,7248.00000000,0.31064928
1500011760000,0.00004282,0.00004439,0.00004282,0.00004439,7295.00000000,0.32226609,6,6348.00000000,0.28171555
1500011820000,0.00004429,0.00004429,0.00004429,0.00004429,3224.00000000,0.14279096,1,3224.00000000,0.14279096
1500011880000,0.00004428,0.00004429,0.00004428,0.00004429,22579.00000000,0.99996991,3,22176.00000000,0.98212104
1500011940000,0.00004439,0.00004439,0.00004400,0.00004429,2054.00000000,0.09091206,6,1554.00000000,0.06876706
1500012000000,0.00004429,0.00004429,0.00004429,0.00004429,3500.00000000,0.15501500,2,3500.00000000,0.15501500
1500012060000,0.00004428,0.00004439,0.00004428,0.00004439,10672.00000000,0.47299389,4,10672.00000000,0.47299389
1500012120000,0.00004438,0.00004450,0.00004438,0.00004449,34464.00000000,1.53312920,12,18550.00000000,0.82505620
1500012180000,0.00004470,0.00004545,0.00004470,0.00004545,19864.00000000,0.89127505,4,19864.00000000,0.89127505
1500012240000,0.00004546,0.00004547,0.00004546,0.00004546,18757.00000000,0.85272780,5,18457.00000000,0.83908980
1500012300000,0.00004530,0.00004539,0.00004530,0.00004539,2936.00000000,0.13317504,2,2936.00000000,0.13317504
1500012360000,0.00004539,0.00004540,0.00004361,0.00004500,11626.00000000,0.51316816,10,3376.00000000,0.15316936
1500012420000,0.00004365,0.00004365,0.00004365,0.00004365,6997.00000000,0.30541905,1,0.00000000,0.00000000
1500012480000,0.00004365,0.00004365,0.00004365,0.00004365,0.00000000,0.00000000,0,0.00000000,0.00000000
1500012540000,0.00004490,0.00004490,0.00004486,0.00004486,1475.00000000,0.06617298,2,1475.00000000,0.06617298
1500012600000,0.00004486,0.00004486,0.00004486,0.00004486,0.00000000,0.00000000,0,0.00000000,0.00000000
1500012660000,0.00004480,0.00004484,0.00004480,0.00004484,9700.00000000,0.43482808,2,9700.00000000,0.43482808
1500012720000,0.00004469,0.00004469,0.00004468,0.00004468,7000.00000000,0.31281000,3,7000.00000000,0.31281000
1500012780000,0.00004444,0.00004890,0.00004444,0.00004466,103955.00000000,4.73928635,22,103955.00000000,4.73928635
1500012840000,0.00004466,0.00004466,0.00004466,0.00004466,0.00000000,0.00000000,0,0.00000000,0.00000000
1500012900000,0.00004848,0.00004848,0.00004550,0.00004839,23400.00000000,1.12378200,15,20400.00000000,0.98728200
1500012960000,0.00004839,0.00004839,0.00004816,0.00004816,5400.00000000,0.26061600,10,5400.00000000,0.26061600
1500013020000,0.00004816,0.00004816,0.00004810,0.00004810,7242.00000000,0.34857586,11,7242.00000000,0.34857586
1500013080000,0.00004810,0.00004815,0.00004801,0.00004815,44712.00000000,2.15010882,21,43712.00000000,2.10200882
1500013140000,0.00004813,0.00004815,0.00004813,0.00004814,13100.00000000,0.63061210,9,13100.00000000,0.63061210
1500013200000,0.00004814,0.00004814,0.00004814,0.00004814,10886.00000000,0.52405204,9,10886.00000000,0.52405204
1500013260000,0.00004814,0.00004848,0.00004813,0.00004848,51415.00000000,2.47766110,19,51415.00000000,2.47766110
1500013320000,0.00004800,0.00004848,0.00004800,0.00004848,3568.00000000,0.17162400,5,750.00000000,0.03636000
1500013380000,0.00004848,0.00004848,0.00004801,0.00004848,24678.00000000,1.19627758,8,24440.00000000,1.18485120
1500013440000,0.00004845,0.00004845,0.00004830,0.00004830,21766.00000000,1.05142275,10,21766.00000000,1.05142275
1500013500000,0.00004830,0.00004830,0.00004806,0.00004830,22481.00000000,1.08461274,15,22381.00000000,1.07980674
1500013560000,0.00004806,0.00004845,0.00004800,0.00004845,16621.00000000,0.79923822,17,4626.00000000,0.22322439
1500013620000,0.00004845,0.00004845,0.00004829,0.00004829,14098.00000000,0.68229746,12,12549.00000000,0.60749625
1500013680000,0.00004829,0.00004829,0.00004800,0.00004800,22313.00000000,1.07104488,14,20406.00000000,0.97950453
1500013740000,0.00004829,0.00004829,0.00004829,0.00004829,63.00000000,0.00304227,9,63.00000000,0.00304227
1500013800000,0.00004820,0.00004820,0.00004800,0.00004820,27293.00000000,1.31201299,14,18015.00000000,0.86666899
1500013860000,0.00004819,0.00004820,0.00004682,0.00004800,7482.00000000,0.35597728,9,4143.00000000,0.19964530
1500013920000,0.00004800,0.00004800,0.00004683,0.00004800,29698.00000000,1.42538700,7,28710.00000000,1.37808000
1500013980000,0.00004800,0.00004800,0.00004799,0.00004800,32218.00000000,1.54636151,6,32218.00000000,1.54636151
1500014040000,0.00004818,0.00004839,0.00004800,0.00004839,107795.00000000,5.19700089,6,104971.00000000,5.06144889
1500014100000,0.00004839,0.00004839,0.00004839,0.00004839,0.00000000,0.00000000,0,0.00000000,0.00000000
1500014160000,0.00004844,0.00004844,0.00004842,0.00004843,24083.00000000,1.16649852,4,24083.00000000,1.16649852
1500014220000,0.00004842,0.00004842,0.00004839,0.00004839,479.00000000,0.02318862,2,152.00000000,0.00735528
1500014280000,0.00004809,0.00004839,0.00004809,0.00004839,1100.00000000,0.05319900,2,1000.00000000,0.04839000
1500014340000,0.00004830,0.00004830,0.00004626,0.00004626,10018.00000000,0.46988575,9,25.00000000,0.00120750
1500014400000,0.00004820,0.00004820,0.00004621,0.00004621,43279.00000000,2.04190562,4,33279.00000000,1.57980562
1500014460000,0.00004800,0.00004800,0.00004800,0.00004800,9995.00000000,0.47976000,1,9995.00000000,0.47976000
1500014520000,0.00004795,0.00004818,0.00004795,0.00004818,27686.00000000,1.32817605,7,27686.00000000,1.32817605
1500014580000,0.00004818,0.00004818,0.00004818,0.00004818,0.00000000,0.00000000,0,0.00000000,0.00000000
1500014640000,0.00004818,0.00004818,0.00004818,0.00004818,0.00000000,0.00000000,0,0.00000000,0.00000000
1500014700000,0.00004794,0.00004800,0.00004794,0.00004800,3245.00000000,0.15574530,2,3245.00000000,0.15574530
1500014760000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500014820000,0.00004799,0.00004800,0.00004799,0.00004800,20220.00000000,0.97050003,4,20220.00000000,0.97050003
1500014880000,0.00004710,0.00004797,0.00004710,0.00004797,510.00000000,0.02424285,2,255.00000000,0.01223235
1500014940000,0.00004800,0.00004800,0.00004710,0.00004710,4488.00000000,0.21398400,4,2888.00000000,0.13862400
1500015000000,0.00004797,0.00004800,0.00004797,0.00004800,3000.00000000,0.14395203,3,3000.00000000,0.14395203
1500015060000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500015120000,0.00004799,0.00004799,0.00004799,0.00004799,10000.00000000,0.47990000,2,10000.00000000,0.47990000
1500015180000,0.00004790,0.00004800,0.00004790,0.00004800,706.00000000,0.03385070,3,433.00000000,0.02077400
1500015240000,0.00004799,0.00004799,0.00004799,0.00004799,31671.00000000,1.51989129,3,31671.00000000,1.51989129
1500015300000,0.00004799,0.00004799,0.00004799,0.00004799,1223.00000000,0.05869177,1,1223.00000000,0.05869177
1500015360000,0.00004724,0.00004799,0.00004724,0.00004725,24377.00000000,1.16358956,6,15995.00000000,0.76760005
1500015420000,0.00004797,0.00004799,0.00004728,0.00004799,33429.00000000,1.60066009,7,27929.00000000,1.34026509
1500015480000,0.00004800,0.00004800,0.00004799,0.00004799,30376.00000000,1.45774800,5,376.00000000,0.01804800
1500015540000,0.00004799,0.00004800,0.00004799,0.00004800,1601.00000000,0.07683699,3,500.00000000,0.02400000
1500015600000,0.00004799,0.00004800,0.00004799,0.00004800,48689.00000000,2.33706974,7,48463.00000000,2.32622400
1500015660000,0.00004800,0.00004800,0.00004800,0.00004800,1500.00000000,0.07200000,3,1500.00000000,0.07200000
1500015720000,0.00004800,0.00004800,0.00004800,0.00004800,25285.00000000,1.21368000,6,25185.00000000,1.20888000
1500015780000,0.00004841,0.00004841,0.00004841,0.00004841,800.00000000,0.03872800,2,800.00000000,0.03872800
1500015840000,0.00004841,0.00004841,0.00004841,0.00004841,0.00000000,0.00000000,0,0.00000000,0.00000000
1500015900000,0.00004841,0.00004841,0.00004841,0.00004841,800.00000000,0.03872800,2,800.00000000,0.03872800
1500015960000,0.00004841,0.00004841,0.00004841,0.00004841,888.00000000,0.04298808,1,888.00000000,0.04298808
1500016020000,0.00004841,0.00004841,0.00004800,0.00004800,7148.00000000,0.34329176,6,400.00000000,0.01936400
1500016080000,0.00004800,0.00004800,0.00004800,0.00004800,37468.00000000,1.79846400,1,0.00000000,0.00000000
1500016140000,0.00004800,0.00004810,0.00004724,0.00004724,28301.00000000,1.35452508,8,3117.00000000,0.14961600
1500016200000,0.00004709,0.00004800,0.00004709,0.00004800,19252.00000000,0.92230748,9,18147.00000000,0.87027303
1500016260000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500016320000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500016380000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500016440000,0.00004799,0.00004799,0.00004752,0.00004752,5104.00000000,0.24474732,2,4692.00000000,0.22516908
1500016500000,0.00004752,0.00004752,0.00004752,0.00004752,0.00000000,0.00000000,0,0.00000000,0.00000000
1500016560000,0.00004798,0.00004799,0.00004798,0.00004799,35263.00000000,1.69226725,5,35263.00000000,1.69226725
1500016620000,0.00004799,0.00004799,0.00004799,0.00004799,0.00000000,0.00000000,0,0.00000000,0.00000000
1500016680000,0.00004799,0.00004799,0.00004799,0.00004799,300.00000000,0.01439700,1,300.00000000,0.01439700
1500016740000,0.00004799,0.00004836,0.00004799,0.00004836,48141.00000000,2.31425130,6,48141.00000000,2.31425130
1500016800000,0.00004836,0.00004836,0.00004836,0.00004836,0.00000000,0.00000000,0,0.00000000,0.00000000
1500016860000,0.00004840,0.00004840,0.00004840,0.00004840,1000.00000000,0.04840000,2,1000.00000000,0.04840000
1500016920000,0.00004780,0.00004780,0.00004780,0.00004780,1162.00000000,0.05554360,1,0.00000000,0.00000000
1500016980000,0.00004780,0.00004830,0.00004780,0.00004830,1237.00000000,0.05932860,2,1237.00000000,0.05932860
1500017040000,0.00004830,0.00004830,0.00004830,0.00004830,0.00000000,0.00000000,0,0.00000000,0.00000000
1500017100000,0.00004830,0.00004830,0.00004830,0.00004830,0.00000000,0.00000000,0,0.00000000,0.00000000
1500017160000,0.00004830,0.00004830,0.00004830,0.00004830,0.00000000,0.00000000,0,0.00000000,0.00000000
1500017220000,0.00004830,0.00004830,0.00004830,0.00004830,0.00000000,0.00000000,0,0.00000000,0.00000000
1500017280000,0.00004830,0.00004830,0.00004830,0.00004830,0.00000000,0.00000000,0,0.00000000,0.00000000
1500017340000,0.00004815,0.00004815,0.00004814,0.00004815,2483.00000000,0.11954484,3,2483.00000000,0.11954484
1500017400000,0.00004814,0.00004814,0.00004814,0.00004814,1700.00000000,0.08183800,1,1700.00000000,0.08183800
1500017460000,0.00004814,0.00004814,0.00004813,0.00004813,3610.00000000,0.17375020,2,3610.00000000,0.17375020
1500017520000,0.00004813,0.00004813,0.00004813,0.00004813,4230.00000000,0.20358990,3,4230.00000000,0.20358990
1500017580000,0.00004813,0.00004813,0.00004790,0.00004790,6629.00000000,0.31808575,7,0.00000000,0.00000000
1500017640000,0.00004788,0.00004790,0.00004743,0.00004789,26410.00000000,1.25814130,8,0.00000000,0.00000000
1500017700000,0.00004787,0.00004789,0.00004700,0.00004700,48938.00000000,2.33219424,8,34362.00000000,1.64527862
1500017760000,0.00004700,0.00004700,0.00004700,0.00004700,3034.00000000,0.14259800,1,3034.00000000,0.14259800
1500017820000,0.00004800,0.00004800,0.00004800,0.00004800,750.00000000,0.03600000,1,0.00000000,0.00000000
1500017880000,0.00004811,0.00004811,0.00004800,0.00004800,11300.00000000,0.54243300,3,300.00000000,0.01443300
1500017940000,0.00004800,0.00004800,0.00004800,0.00004800,253.00000000,0.01214400,1,0.00000000,0.00000000
1500018000000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500018060000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500018120000,0.00004800,0.00004800,0.00004800,0.00004800,0.00000000,0.00000000,0,0.00000000,0.00000000
1500018180000,0.00004799,0.00004799,0.00004799,0.00004799,100.00000000,0.00479900,1,100.00000000,0.00479900
1500018240000,0.00004708,0.00004708,0.00004708,0.00004708,1999.00000000,0.09411292,1,0.00000000,0.00000000
1500018300000,0.00004797,0.00004797,0.00004797,0.00004797,5000.00000000,0.23985000,1,5000.00000000,0.23985000
1500018360000,0.00004797,0.00004797,0.00004797,0.00004797,14898.00000000,0.71465706,5,14798.00000000,0.70986006
1500018420000,0.00004796,0.00004796,0.00004750,0.00004750,6848.00000000,0.32758000,3,360.00000000,0.01726560
1500018480000,0.00004794,0.00004795,0.00004794,0.00004795,25441.00000000,1.21984595,4,10000.00000000,0.47945000
1500018540000,0.00004750,0.00004750,0.00004750,0.00004750,30.00000000,0.00142500,1,30.00000000,0.00142500
1500018600000,0.00004721,0.00004721,0.00004720,0.00004720,3224.00000000,0.15219280,2,0.00000000,0.00000000
1500018660000,0.00004713,0.00004713,0.00004713,0.00004713,15093.00000000,0.71133309,3,0.00000000,0.00000000
1500018720000,0.00004716,0.00004720,0.00004715,0.00004720,6551.00000000,0.30919847,5,6370.00000000,0.30066400
1500018780000,0.00004719,0.00004720,0.00004709,0.00004709,45615.00000000,2.14868439,6,1263.00000000,0.05960137
1500018840000,0.00004709,0.00004709,0.00004709,0.00004709,15406.00000000,0.72546854,1,0.00000000,0.00000000
1500018900000,0.00004702,0.00004702,0.00004702,0.00004702,19000.00000000,0.89338000,1,0.00000000,0.00000000
1500018960000,0.00004702,0.00004702,0.00004702,0.00004702,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019020000,0.00004702,0.00004702,0.00004702,0.00004702,6329.00000000,0.29758958,2,6329.00000000,0.29758958
1500019080000,0.00004702,0.00004702,0.00004702,0.00004702,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019140000,0.00004780,0.00004780,0.00004780,0.00004780,239.00000000,0.01142420,1,239.00000000,0.01142420
1500019200000,0.00004780,0.00004780,0.00004780,0.00004780,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019260000,0.00004780,0.00004780,0.00004780,0.00004780,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019320000,0.00004780,0.00004780,0.00004780,0.00004780,1233.00000000,0.05893740,1,1233.00000000,0.05893740
1500019380000,0.00004780,0.00004780,0.00004780,0.00004780,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019440000,0.00004780,0.00004780,0.00004780,0.00004780,3328.00000000,0.15907840,2,3328.00000000,0.15907840
1500019500000,0.00004790,0.00004790,0.00004790,0.00004790,9979.00000000,0.47799410,2,9979.00000000,0.47799410
1500019560000,0.00004789,0.00004789,0.00004789,0.00004789,1000.00000000,0.04789000,1,1000.00000000,0.04789000
1500019620000,0.00004789,0.00004789,0.00004789,0.00004789,426.00000000,0.02040114,1,426.00000000,0.02040114
1500019680000,0.00004789,0.00004789,0.00004789,0.00004789,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019740000,0.00004790,0.00004790,0.00004790,0.00004790,4140.00000000,0.19830600,2,4140.00000000,0.19830600
1500019800000,0.00004790,0.00004790,0.00004790,0.00004790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019860000,0.00004790,0.00004790,0.00004790,0.00004790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500019920000,0.00004789,0.00004789,0.00004789,0.00004789,3407.00000000,0.16316123,4,3407.00000000,0.16316123
1500019980000,0.00004789,0.00004789,0.00004782,0.00004789,9525.00000000,0.45580225,4,4525.00000000,0.21670225
1500020040000,0.00004789,0.00004789,0.00004700,0.00004700,6567.00000000,0.30969817,6,567.00000000,0.02715363
1500020100000,0.00004780,0.00004780,0.00004660,0.00004660,14588.00000000,0.68544224,8,0.00000000,0.00000000
1500020160000,0.00004660,0.00004660,0.00004660,0.00004660,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020220000,0.00004660,0.00004660,0.00004660,0.00004660,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020280000,0.00004660,0.00004660,0.00004660,0.00004660,200.00000000,0.00932000,1,200.00000000,0.00932000
1500020340000,0.00004660,0.00004660,0.00004660,0.00004660,300.00000000,0.01398000,1,300.00000000,0.01398000
1500020400000,0.00004660,0.00004660,0.00004660,0.00004660,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020460000,0.00004619,0.00004619,0.00004600,0.00004600,16216.00000000,0.74657163,5,0.00000000,0.00000000
1500020520000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020580000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020640000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020700000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020760000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500020820000,0.00004608,0.00004608,0.00004600,0.00004600,36859.00000000,1.69553200,5,0.00000000,0.00000000
1500020880000,0.00004600,0.00004600,0.00004600,0.00004600,559.00000000,0.02571400,1,559.00000000,0.02571400
1500020940000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500021000000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500021060000,0.00004600,0.00004600,0.00004600,0.00004600,0.00000000,0.00000000,0,0.00000000,0.00000000
